,AvgTempMinus,AvgTempPlus,LandAverageTemperature,dt
169,8.1155,8.649,8.38225,1919
170,8.09608333333,8.62141666667,8.35875,1920
171,8.31416666667,8.82783333333,8.571,1921
172,8.14941666667,8.66658333333,8.408,1922
173,8.16908333333,8.67525,8.42216666667,1923
174,8.25,8.76366666667,8.50683333333,1924
175,8.29366666667,8.77516666667,8.53441666667,1925
176,8.48616666667,8.9715,8.72883333333,1926
177,8.27316666667,8.771,8.52208333333,1927
178,8.38358333333,8.88075,8.63216666667,1928
179,7.99066666667,8.49416666667,8.24241666667,1929
180,8.39391666667,8.87325,8.63358333333,1930
181,8.4815,8.957,8.71925,1931
182,8.45633333333,8.95416666667,8.70525,1932
183,8.09558333333,8.58091666667,8.33825,1933
184,8.38825,8.86841666667,8.62833333333,1934
185,8.27983333333,8.75166666667,8.51575,1935
186,8.31091666667,8.79708333333,8.554,1936
187,8.45825,8.93841666667,8.69833333333,1937
188,8.62316666667,9.10416666667,8.86366666667,1938
189,8.523,8.99766666667,8.76033333333,1939
190,8.53358333333,8.99575,8.76466666667,1940
191,8.54083333333,8.9965,8.76866666667,1941
192,8.49891666667,8.95791666667,8.72841666667,1942
193,8.5285,8.98166666667,8.75508333333,1943
194,8.61983333333,9.07016666667,8.845,1944
195,8.3645,8.80516666667,8.58483333333,1945
196,8.4545,8.89933333333,8.67691666667,1946
197,8.58,9.01416666667,8.79708333333,1947
198,8.53716666667,8.95633333333,8.74675,1948
199,8.3785,8.795,8.58675,1949
200,8.17891666667,8.55158333333,8.36525,1950
201,8.4415,8.80983333333,8.62566666667,1951
202,8.4295,8.847,8.63825,1952
203,8.66166666667,9.08583333333,8.87375,1953
204,8.3735,8.74783333333,8.56066666667,1954
205,8.47266666667,8.77983333333,8.62625,1955
206,8.15875,8.40041666667,8.27958333333,1956
207,8.5745,8.8905,8.7325,1957
208,8.66941666667,8.87808333333,8.77375,1958
209,8.6255,8.83983333333,8.73266666667,1959
210,8.49025,8.67725,8.58375,1960
211,8.70066666667,8.89466666667,8.79766666667,1961
212,8.613,8.87883333333,8.74591666667,1962
213,8.76366666667,8.94833333333,8.856,1963
214,8.31716666667,8.50216666667,8.40966666667,1964
215,8.41858333333,8.63625,8.52741666667,1965
216,8.50708333333,8.69158333333,8.59933333333,1966
217,8.61641666667,8.78375,8.70008333333,1967
218,8.40466666667,8.628,8.51633333333,1968
219,8.50991666667,8.68025,8.59508333333,1969
220,8.62533333333,8.7765,8.70091666667,1970
221,8.50133333333,8.69716666667,8.59925,1971
222,8.40425,8.59491666667,8.49958333333,1972
223,8.8475,9.049,8.94825,1973
224,8.363,8.572,8.4675,1974
225,8.64775,8.84191666667,8.74483333333,1975
226,8.24666666667,8.44783333333,8.34725,1976
227,8.76558333333,8.93491666667,8.85025,1977
228,8.58891666667,8.79658333333,8.69275,1978
229,8.647,8.81983333333,8.73341666667,1979
230,8.87366666667,9.087,8.98033333333,1980
231,9.07858333333,9.25308333333,9.16583333333,1981
232,8.5565,8.72183333333,8.63916666667,1982
233,8.93416666667,9.12216666667,9.02816666667,1983
234,8.58925,8.79441666667,8.69183333333,1984
235,8.56475,8.75125,8.658,1985
236,8.74858333333,8.91858333333,8.83358333333,1986
237,8.90925,9.07958333333,8.99441666667,1987
238,9.1215,9.28166666667,9.20158333333,1988
239,8.834,9.01,8.922,1989
240,9.14783333333,9.3205,9.23416666667,1990
241,9.11733333333,9.2415,9.17941666667,1991
242,8.75325,8.91991666667,8.83658333333,1992
243,8.78525,8.94791666667,8.86658333333,1993
244,8.96783333333,9.10966666667,9.03875,1994
245,9.27066666667,9.4235,9.34708333333,1995
246,8.95416666667,9.12366666667,9.03891666667,1996
247,9.114,9.29116666667,9.20258333333,1997
248,9.44875,9.59658333333,9.52266666667,1998
249,9.20583333333,9.36433333333,9.28508333333,1999
250,9.11766666667,9.28466666667,9.20116666667,2000
251,9.32716666667,9.502,9.41458333333,2001
252,9.498,9.64283333333,9.57041666667,2002
253,9.43491666667,9.61625,9.52558333333,2003
254,9.24116666667,9.408,9.32458333333,2004
255,9.62575,9.77608333333,9.70091666667,2005
256,9.4425,9.6225,9.5325,2006
257,9.64266666667,9.82166666667,9.73216666667,2007
258,9.35283333333,9.51066666667,9.43175,2008
259,9.41933333333,9.59116666667,9.50525,2009
260,9.61966666667,9.7865,9.70308333333,2010
261,9.434,9.598,9.516,2011
262,9.42391666667,9.59075,9.50733333333,2012
263,9.50883333333,9.70416666667,9.6065,2013
264,9.4805,9.66083333333,9.57066666667,2014
265,9.73883333333,9.92316666667,9.831,2015
