dt,AverageTemperature,AverageTemperatureUncertainty,Country
1912-08-01,26.215,1.357,Panama
1912-08-01,23.259,0.6459999999999999,Papua New Guinea
1912-08-01,26.587,0.39,Philippines
1912-08-01,16.253,0.35,Poland
1912-08-01,19.016,0.908,Portugal
1912-08-01,34.059999999999995,1.4340000000000002,Qatar
1912-08-01,20.715999999999998,0.505,Reunion
1912-08-01,10.507,0.655,Russian Federation
1912-08-01,20.154,1.3630000000000002,Rwanda
1912-08-01,28.013,0.297,Saint Barthélemy
1912-08-01,27.084,0.203,Saint Kitts And Nevis
1912-08-01,27.345,0.229,Saint Lucia
1912-08-01,28.013,0.297,Saint Martin
1912-08-01,13.588,0.636,Saint Pierre And Miquelon
1912-08-01,27.408,0.223,Saint Vincent And The Grenadines
1912-08-01,25.429000000000002,0.57,Samoa
1912-08-01,20.648000000000003,0.606,San Marino
1912-08-01,24.531,0.594,Sao Tome And Principe
1912-08-01,33.564,0.762,Saudi Arabia
1912-08-01,26.971,0.479,Senegal
1912-08-01,25.586,0.8420000000000001,Seychelles
1912-08-01,24.411,0.442,Sierra Leone
1912-08-01,26.371,0.204,Singapore
1912-08-01,28.013,0.297,Sint Maarten
1912-08-01,15.329,0.332,Slovakia
1912-08-01,16.932000000000002,0.313,Slovenia
1912-08-01,25.732000000000006,0.609,Solomon Islands
1912-08-01,26.616999999999997,0.772,Somalia
1912-08-01,12.693,0.479,South Africa
1912-08-01,20.021,0.307,South America
1912-08-01,-3.427,0.512,South Georgia And The South Sandwich Isla
1912-08-01,20.097,0.5760000000000001,Spain
1912-08-01,27.656999999999996,0.378,Sri Lanka
1912-08-01,27.95,0.944,Sudan
1912-08-01,26.834,0.473,Suriname
1912-08-01,1.5559999999999998,1.859,Svalbard And Jan Mayen
1912-08-01,15.626,0.419,Swaziland
1912-08-01,13.26,0.234,Sweden
1912-08-01,12.664000000000001,0.282,Switzerland
1912-08-01,27.948,0.7140000000000001,Syria
1912-08-01,26.385,0.253,Taiwan
1912-08-01,15.095999999999998,0.448,Tajikistan
1912-08-01,20.897,0.5710000000000001,Tanzania
1912-08-01,26.781,0.343,Thailand
1912-08-01,23.364,0.613,Timor Leste
1912-08-01,25.534000000000002,0.92,Togo
1912-08-01,19.876,0.6890000000000001,Tonga
1912-08-01,26.16,0.199,Trinidad And Tobago
1912-08-01,29.398000000000003,0.645,Tunisia
1912-08-01,21.414,0.5920000000000001,Turkey
1912-08-01,26.12,0.381,Turkmenistan
1912-08-01,28.709,0.26,Turks And Caicas Islands
1912-08-01,22.163,0.92,Uganda
1912-08-01,34.821,0.897,United Arab Emirates
1912-08-01,12.024,0.201,United Kingdom of Great Britain and Northern Ireland
1912-08-01,11.402999999999999,0.206,United Kingdom of Great Britain and Northern Ireland
1912-08-01,19.307000000000002,0.213,United States of America
1912-08-01,11.078,0.669,Uruguay
1912-08-01,23.811,0.426,Uzbekistan
1912-08-01,24.447,0.655,Venezuela
1912-08-01,26.494,0.241,Vietnam
1912-08-01,27.897,0.244,Virgin Islands
1912-08-01,27.487,0.915,Western Sahara
1912-08-01,29.76,0.669,Yemen
