dt,AverageTemperature,AverageTemperatureUncertainty,Country
2012-08-01,22.003,0.253,Ecuador
2012-08-01,31.296999999999997,0.556,Egypt
2012-08-01,25.781,0.267,El Salvador
2012-08-01,24.39,0.35200000000000004,Equatorial Guinea
2012-08-01,29.801,0.698,Eritrea
2012-08-01,16.003999999999998,0.254,Estonia
2012-08-01,24.694000000000006,1.367,Ethiopia
2012-08-01,19.079,0.305,Europe
2012-08-01,5.885999999999999,0.933,Falkland Islands (Islas Malvinas)
2012-08-01,11.491,0.56,Faroe Islands
2012-08-01,27.745,0.71,Federated States Of Micronesia
2012-08-01,24.076,0.227,Fiji
2012-08-01,13.286,0.35600000000000004,Finland
2012-08-01,20.633000000000003,0.442,France (Europe)
2012-08-01,21.327,0.419,France
2012-08-01,27.156999999999996,0.599,French Guiana
2012-08-01,25.666,0.514,French Polynesia
2012-08-01,3.719,1.225,French Southern And Antarctic Lands
2012-08-01,23.651999999999997,0.369,Gabon
2012-08-01,27.682,0.409,Gambia
2012-08-01,28.793000000000003,0.907,Gaza Strip
2012-08-01,20.831999999999997,0.388,Georgia
2012-08-01,25.249,0.362,Ghana
2012-08-01,27.000999999999998,0.281,Greece
2012-08-01,-2.263,1.455,Greenland
2012-08-01,28.319000000000003,0.8220000000000001,Grenada
2012-08-01,28.693,0.516,Guadeloupe
2012-08-01,27.146,0.981,Guam
2012-08-01,24.662,0.285,Guatemala
2012-08-01,26.527,0.8079999999999999,Guinea Bissau
2012-08-01,24.885,0.899,Guinea
2012-08-01,26.927000000000003,0.736,Guyana
2012-08-01,28.77,0.35100000000000003,Haiti
2012-08-01,1.356,1.289,Heard Island And Mcdonald Islands
2012-08-01,25.892,0.35200000000000004,Honduras
2012-08-01,28.687,0.484,Hong Kong
2012-08-01,22.685,0.445,Hungary
2012-08-01,9.323,0.69,Iceland
2012-08-01,26.735,0.348,India
2012-08-01,26.065,0.28800000000000003,Indonesia
2012-08-01,30.041,0.225,Iran
2012-08-01,35.66900000000001,0.565,Iraq
2012-08-01,15.743,0.406,Ireland
2012-08-01,15.538,0.229,Isle Of Man
2012-08-01,28.955,0.889,Israel
2012-08-01,24.623,0.41,Italy
2012-08-01,28.211,0.52,Jamaica
2012-08-01,25.703000000000003,0.307,Japan
2012-08-01,29.866,0.7909999999999999,Jordan
2012-08-01,23.291,0.439,Kazakhstan
2012-08-01,23.908,0.333,Kenya
2012-08-01,28.191000000000006,0.6609999999999999,Kingman Reef
2012-08-01,27.83,0.701,Kiribati
2012-08-01,38.02,1.001,Kuwait
2012-08-01,26.824,0.476,Laos
2012-08-01,16.400000000000002,0.25,Latvia
2012-08-01,27.564,1.006,Lebanon
2012-08-01,10.684,0.6709999999999999,Lesotho
2012-08-01,24.945,0.871,Liberia
2012-08-01,30.555999999999997,1.758,Libya
2012-08-01,15.96,0.336,Liechtenstein
2012-08-01,16.842,0.311,Lithuania
2012-08-01,19.398,0.309,Luxembourg
2012-08-01,28.759,0.443,Macau
2012-08-01,23.688,0.606,Macedonia
2012-08-01,20.822,0.284,Madagascar
2012-08-01,19.575,0.66,Malawi
2012-08-01,26.889,0.3720000000000001,Malaysia
2012-08-01,30.129,1.429,Mali
2012-08-01,28.514,0.557,Malta
2012-08-01,32.129,0.936,Mauritania
2012-08-01,22.046,0.344,Mauritius
2012-08-01,25.612,0.238,Mayotte
2012-08-01,25.680999999999997,0.336,Mexico
2012-08-01,22.626,0.423,Moldova
2012-08-01,20.91,0.46,Monaco
2012-08-01,16.495,0.445,Mongolia
2012-08-01,23.44,0.636,Montenegro
2012-08-01,28.125,0.86,Morocco
2012-08-01,21.456,0.6559999999999999,Mozambique
2012-08-01,21.051,0.458,Nepal
2012-08-01,20.167,0.7609999999999999,New Caledonia
2012-08-01,7.462000000000001,0.528,New Zealand
2012-08-01,26.993,0.613,Nicaragua
2012-08-01,30.102,0.861,Niger
2012-08-01,25.636999999999997,0.476,Nigeria
2012-08-01,24.253,0.488,Niue
2012-08-01,16.425,0.275,North America
2012-08-01,22.473000000000003,0.672,North Korea
2012-08-01,27.146,0.981,Northern Mariana Islands
2012-08-01,16.619,0.319,Oceania
2012-08-01,32.842,1.94,Oman
2012-08-01,27.519000000000002,1.053,Palau
2012-08-01,25.811,0.575,Palestina
2012-08-01,28.247,0.659,Palmyra Atoll
2012-08-01,27.451999999999998,0.89,Panama
2012-08-01,24.138,0.483,Papua New Guinea
2012-08-01,22.281,0.277,Paraguay
2012-08-01,20.131,0.529,Peru
2012-08-01,27.586,0.382,Philippines
2012-08-01,22.819000000000003,0.431,Portugal
2012-08-01,27.9,0.281,Puerto Rico
2012-08-01,22.233,0.333,Reunion
2012-08-01,21.886999999999997,0.316,Romania
2012-08-01,13.014000000000001,0.422,Russian Federation
2012-08-01,20.562,0.597,Rwanda
2012-08-01,28.436,0.7040000000000001,Saint Lucia
2012-08-01,28.557,0.7240000000000001,Saint Vincent And The Grenadines
2012-08-01,26.709,0.389,Samoa
2012-08-01,25.791999999999998,0.743,San Marino
2012-08-01,25.575,0.386,Sao Tome And Principe
2012-08-01,35.731,0.463,Saudi Arabia
2012-08-01,27.964000000000002,0.35700000000000004,Senegal
2012-08-01,23.453000000000007,0.431,Serbia
2012-08-01,27.144000000000002,0.7809999999999999,Seychelles
2012-08-01,25.966,1.579,Sierra Leone
2012-08-01,27.555999999999997,0.542,Singapore
2012-08-01,19.325,0.459,Slovakia
2012-08-01,22.389000000000006,0.355,Slovenia
2012-08-01,27.439,1.347,Solomon Islands
2012-08-01,28.993,1.054,Somalia
2012-08-01,13.253,0.485,South Africa
2012-08-01,21.445,0.262,South America
2012-08-01,0.7250000000000001,1.4269999999999998,South Georgia And The South Sandwich Isla
2012-08-01,26.496,0.239,South Korea
2012-08-01,24.611,0.398,Spain
2012-08-01,28.441999999999997,0.458,Sri Lanka
2012-08-01,28.863000000000003,0.377,Sudan
2012-08-01,27.703000000000003,0.8640000000000001,Suriname
2012-08-01,4.027,0.8290000000000001,Svalbard And Jan Mayen
2012-08-01,13.33,0.34600000000000003,Sweden
2012-08-01,30.36,0.983,Syria
2012-08-01,27.253,0.339,Taiwan
2012-08-01,21.965,0.397,Tanzania
2012-08-01,27.685,0.379,Thailand
2012-08-01,24.285,0.363,Timor Leste
2012-08-01,25.361,0.381,Togo
2012-08-01,27.444000000000006,0.898,Trinidad And Tobago
2012-08-01,31.986,0.7090000000000001,Tunisia
2012-08-01,29.696,0.35600000000000004,Turkmenistan
2012-08-01,29.673000000000002,0.315,Turks And Caicas Islands
2012-08-01,23.127,0.588,Uganda
2012-08-01,21.224,0.3,Ukraine
2012-08-01,37.288,1.075,United Arab Emirates
2012-08-01,15.761,0.244,United Kingdom of Great Britain and Northern Ireland
2012-08-01,15.152,0.287,United Kingdom of Great Britain and Northern Ireland
2012-08-01,21.421999999999997,0.251,United States of America
2012-08-01,15.242,0.285,Uruguay
2012-08-01,27.878,0.384,Uzbekistan
2012-08-01,27.373,0.622,Vietnam
2012-08-01,28.906999999999996,0.311,Virgin Islands
2012-08-01,29.201,0.627,Western Sahara
2012-08-01,31.642,0.897,Yemen
2012-08-01,20.57,0.8390000000000001,Zambia
